song	spectral_centroid_mean	spectral_centroid_var	spectral_bandwidth_mean	spectral_bandwidth_var	spectral_contrast_mean	spectral_contrast_var	spectral_flatness__mean	spectral_flatness__var	spectral_rolloff__mean	spectral_rolloff__var	poly_features_mean	poly_features_var	tonnetz_mean	tonnetz_var	zero_crossing_rate_mean	zero_crossing_rate_var	chroma_stft_mean	chroma_stft_var	chroma_cens_mean	chroma_cens_var	harmonic_mean	harmonic_var	rms_mean	rms_var	tempogram_mean	tempogram_var	percussive_mean	mfcc1_mean	mfcc1_var	mfcc2_mean	mfcc2_var	mfcc3_mean	mfcc3_var	mfcc4_mean	mfcc4_var	mfcc5_mean	mfcc5_var	mfcc6_mean	mfcc6_var	mfcc7_mean	mfcc7_var	mfcc8_mean	mfcc8_var	mfcc9_mean	mfcc9_var	mfcc10_mean	mfcc10_var	mfcc11_mean	mfcc11_var	mfcc12_mean	mfcc12_var	mfcc13_mean	mfcc13_var	mfcc14_mean	mfcc14_var	mfcc15_mean	mfcc15_var	mfcc16_mean	mfcc16_var	mfcc17_mean	mfcc17_var	mfcc18_mean	mfcc18_var	mfcc19_mean	mfcc19_var	mfcc20_mean	mfcc20_var	target
rock.00015.wav	2335.51993146969	1047256.59299507	2098.88643277894	186228.275884938	21.177807551202	71.180975914463	0.011207117	0.00020532896	4500.06474541401	2909157.0114727	0.960439436196241	1.56884961634722	-0.0114761044732769	0.00545190199310763	0.114160005196249	0.00650061608096125	0.34380922	0.09238893	0.2638375	0.013723115	0.018304948	0	0.082274765	0.0030986136	0.13491288183986	0.0263007051760941	0.025883675	-174.93277	3596.765	90.93342	1643.9993	-18.715298	630.8615	41.614548	258.27713	-8.878751	308.18408	9.084968	174.4287	-12.457276	203.44652	13.13021	169.51788	-9.69108	135.0254	4.335098	110.431786	-13.485934	121.491615	6.740899	111.03234	-10.384654	107.583046	7.1451287	61.77806	-5.7903366	87.306496	0.795939	64.283356	-8.140871	77.15437	-5.7169795	62.04592	-3.3500679	47.338276	-0.41356623	67.251274	0
rock.00043.wav	2739.50116531167	408642.956804615	2541.94405437778	168155.651801898	17.4921834746418	24.1709765154225	0.05756576	0.0034123913	5326.73657056627	1986257.12403665	2.14801115925227	6.88990596895548	0.023982438220342	0.00548699427441093	0.143956868111949	0.00266075093634143	0.4202275	0.08820721	0.27189335	0.009407343	-0.026692003	0	0.13980499	0.003398196	0.12731344293211	0.0251517982616009	-0.04846466	-62.13462	4700.259	75.87379	527.25195	-26.72933	425.70148	18.281229	205.15181	2.45904	81.21573	5.8335543	73.0828	11.579477	113.16734	0.010207079	71.40633	8.693243	81.697914	5.5156765	58.24729	-0.2461488	38.887535	2.398875	53.281456	-1.7415359	51.363026	-3.1665978	56.977367	2.002597	51.65857	-1.4131923	39.987522	-5.528636	52.81407	-2.5277913	55.65325	0.6214495	45.64651	-1.4029925	54.191658	0
rock.00012.wav	1863.76447220863	812510.114396091	2067.37218005526	208396.972828789	20.4790635454413	61.282575014364	0.0056640413	0.00008349731	3986.23222474986	2731982.45571104	0.840616115964603	1.3260887214884	-0.0142493531500188	0.0059255375564862	0.0682249371616396	0.00319401644092799	0.33894858	0.09835817	0.26893026	0.011009855	0.013043781	0	0.07587266	0.0013045726	0.115870866451556	0.0210115978047306	0.011689805	-204.6047	5790.9287	106.97547	879.35144	-10.207929	353.56158	45.58597	237.64255	3.0347538	232.51035	24.002531	165.01701	-7.5044093	178.97116	20.065851	135.20998	-5.168004	156.28174	8.738428	83.872665	-10.105714	79.201836	4.3647547	74.706535	-6.9585667	60.2256	4.7029552	54.139023	-8.221911	71.09522	-0.8157996	52.276466	-9.628988	57.548325	-7.3858194	55.1181	-9.435307	38.82911	-3.1338713	46.775032	0
rock.00014.wav	1937.00236798789	918601.795385423	2008.28366496056	183812.979075162	20.2770956130484	55.6443339286994	0.0068734693	0.00012692176	3985.82420968678	2689572.40212995	0.609813025145186	0.810632229143264	0.00296523146095352	0.00504761838669554	0.0835791733130317	0.0055833848552881	0.38081726	0.10025799	0.26877782	0.01109182	-0.022498516	0	0.053596962	0.0011297062	0.11210346889525	0.0209602767303186	-0.030442184	-256.37222	12504.605	103.12504	1342.4264	-8.427773	652.6007	48.58596	361.14062	-4.1882467	430.41168	17.339882	210.1495	-6.681784	281.92667	17.037977	189.00304	-4.612256	190.97542	5.318705	110.15308	-10.017794	132.7214	8.225862	99.171364	-6.207776	88.99085	3.4253097	88.998245	-3.6573415	80.95433	1.7009529	61.840923	-5.408959	60.2907	-3.2483923	43.171024	-3.8748894	74.63042	-1.037097	56.56753	0
rock.00024.wav	2320.39508088512	118499.238009016	2044.91836407623	45874.1393755745	21.1402316716355	90.0767714027181	0.008180621	0.000029443028	4466.440973481	482877.921160781	2.48602780455888	7.36446925570057	-0.00116092262493817	0.010492848396754	0.14343044578983	0.00200880565608822	0.40513223	0.07589775	0.26341766	0.013944469	0.011449833	0	0.15654169	0.001613346	0.191754713473061	0.0474342874627596	-0.04745774	-52.480682	1093.1815	99.70796	376.6466	-47.386406	434.04138	47.017593	186.19792	-21.017344	147.65253	22.883759	113.92976	-18.278618	47.420666	13.886501	54.391907	-23.446274	65.08658	13.51214	63.351936	-18.663303	46.22916	5.705186	43.972435	-12.890456	41.44737	1.1912118	39.010002	-12.40836	32.04821	0.38663414	38.33491	-9.139816	29.729967	1.5921024	29.976326	-4.1251187	31.20739	0.3087658	35.249847	0
rock.00062.wav	2946.63260709618	1008866.15297721	3203.14308501633	207827.645817002	18.9211012633028	21.3627719292027	0.031023419	0.0028778147	6983.23609248115	3244568.98151044	0.607680909436059	0.590603676454525	-0.0387819209431048	0.0114740064862494	0.108521546307038	0.00450373098019587	0.31963512	0.09188178	0.2597056	0.015886331	0.040299624	0	0.060456336	0.00079167035	0.123439112245944	0.0224230542484189	0.03773202	-212.2839	4089.5005	65.78227	798.83435	45.207645	731.97876	19.728804	315.91467	11.811091	230.31352	8.058759	133.3038	4.425894	121.355644	4.2154007	56.282013	-2.3198674	63.588566	-2.2011733	69.84462	-1.6351123	59.05926	-4.6608105	35.548466	-3.722563	46.08182	-6.7756095	55.56714	-2.9975386	42.79228	-6.5122967	51.381004	-10.916957	73.29629	-3.3977473	87.57095	-1.2068572	109.74338	-3.110246	115.79924	0
rock.00010.wav	1857.97259860661	379959.171341772	2182.35023204056	106105.555536988	22.0634164743818	76.5826701230871	0.0044677155	0.000026008338	4191.67197242967	1648787.62906527	1.85525818043912	4.6708307978773	0.0111611812872447	0.00798608643689656	0.0717082366589327	0.00179233740944652	0.39827147	0.087783426	0.2676018	0.011722615	-0.03162328	0	0.15342064	0.0026921474	0.132083997115001	0.0249251666843326	-0.035621475	-108.94804	2676.7957	114.95368	459.32266	-5.2112894	334.68292	46.19136	170.238	-9.136669	125.25786	20.517895	140.06793	-17.024096	107.52481	24.221981	85.43633	-8.050692	77.78536	13.43937	63.898067	-18.37755	53.23386	8.584026	56.306385	-11.401218	47.90993	1.8885924	50.249237	-10.553891	45.451096	-0.25589058	31.901972	-11.79859	45.53043	-6.499074	39.328686	-4.303899	48.186466	-2.7363358	33.10914	0
rock.00065.wav	2294.22973519761	181462.519869656	2104.26362579563	75789.3701734103	21.255369714926	82.6340430110523	0.0069709714	0.00002783644	4730.22687518126	766653.619468472	1.7505857770873	3.90194011786778	-0.00949437658329218	0.00867717171758665	0.129093179016821	0.00141746050038082	0.3952954	0.08077558	0.26983914	0.010520168	-0.06562089	0	0.114658765	0.0012987765	0.190855998252055	0.0470644593979815	-0.08651772	-95.25766	1982.7198	103.813416	421.11707	-37.01362	385.77942	52.685883	155.9551	-20.752981	148.0897	27.573769	91.84139	-17.5265	90.68075	24.807493	76.2129	-11.295161	93.67599	16.644753	99.4971	-9.246779	80.20402	10.183925	59.701057	-8.78414	52.562004	1.8383002	46.920326	-3.9530869	47.19754	2.1714826	35.684204	-6.69774	36.866337	5.1020174	28.905376	-9.701118	35.644268	-3.960038	38.71245	0
rock.00063.wav	1711.16929430472	1534117.10835649	2309.18725631798	690442.033788489	20.7596093298663	27.8876542577154	0.010116602	0.00073826313	3491.70131462079	8308336.34716151	0.451109449431044	0.289024797103014	0.0651388270768743	0.0417715898934819	0.0558494809793117	0.00280369748816793	0.32963905	0.09369634	0.19695036	0.044543877	0.008345587	0	0.053076725	0.0003653333	0.159351063309646	0.0349531740308797	0.0017895767	-302.8243	7840.9434	116.2184	2550.7195	44.6891	716.5582	25.962639	531.14355	18.715103	294.0168	7.5668535	180.13333	7.3339343	148.60832	4.0336523	95.54461	-4.1819897	144.84308	0.87966716	134.49562	0.95483494	178.00981	2.8209012	96.25039	1.4063514	127.16215	-3.4743688	105.81403	-0.8914468	111.011024	0.5921214	63.619007	-0.8123583	97.731834	-2.380754	86.85463	0.36877888	75.31689	-1.8517038	125.85586	0
rock.00082.wav	2975.77381156264	296288.401774002	2423.20531575655	51001.5270818593	21.782719053385	95.721548243362	0.021068044	0.00022101798	5926.53536696998	675951.644216301	1.47163872094724	2.91617046208782	0.0279333368224851	0.0181589018685268	0.183712327194509	0.00412279007815178	0.38269338	0.08606618	0.24220864	0.024668306	-0.021430764	0	0.09327006	0.0010317386	0.179135764263115	0.0446609944733003	-0.06912044	-95.44648	2345.519	78.33685	297.0376	-26.221182	290.216	44.241337	115.31615	-22.469748	128.21143	29.748888	85.38424	-21.57327	91.62349	23.954361	65.1843	-16.577047	48.267002	20.47198	47.246864	-19.63077	70.17506	13.887503	55.31015	-12.625713	63.54434	6.2481356	62.104927	-7.6665807	49.150715	7.4061184	53.477234	-9.415544	65.69382	9.65207	91.36403	-3.7834237	62.4168	1.0669471	78.26111	0
